Timestamp_Epoch,Trial,Mode,Commanded_Speed,Stage,Middle_Angle,Middle_Force_g,Middle_Force_N
1772329664.589908,speed_1000,speed,1000,open,997,25,25.0000
1772329664.612316,speed_1000,speed,1000,open,997,25,25.0000
1772329664.637100,speed_1000,speed,1000,open,997,25,25.0000
1772329664.659570,speed_1000,speed,1000,open,997,25,25.0000
1772329664.682009,speed_1000,speed,1000,open,997,25,25.0000
1772329664.704394,speed_1000,speed,1000,open,997,25,25.0000
1772329664.726916,speed_1000,speed,1000,open,997,25,25.0000
1772329664.749370,speed_1000,speed,1000,open,997,25,25.0000
1772329664.771828,speed_1000,speed,1000,open,997,25,25.0000
1772329664.794305,speed_1000,speed,1000,open,997,25,25.0000
1772329664.816806,speed_1000,speed,1000,open,997,25,25.0000
1772329664.839224,speed_1000,speed,1000,open,997,25,25.0000
1772329664.861541,speed_1000,speed,1000,open,997,25,25.0000
1772329664.884064,speed_1000,speed,1000,open,997,25,25.0000
1772329664.906390,speed_1000,speed,1000,open,997,25,25.0000
1772329664.928910,speed_1000,speed,1000,open,997,25,25.0000
1772329664.951404,speed_1000,speed,1000,open,997,25,25.0000
1772329664.973896,speed_1000,speed,1000,open,997,25,25.0000
1772329664.996297,speed_1000,speed,1000,open,997,25,25.0000
1772329665.018667,speed_1000,speed,1000,open,997,25,25.0000
1772329665.041271,speed_1000,speed,1000,open,997,25,25.0000
1772329665.063753,speed_1000,speed,1000,open,997,25,25.0000
1772329665.086195,speed_1000,speed,1000,open,997,25,25.0000
1772329667.131384,speed_1000,speed,1000,contact,997,25,25.0000
1772329667.169635,speed_1000,speed,1000,contact,997,25,25.0000
1772329667.194491,speed_1000,speed,1000,contact,951,23,23.0000
1772329667.219178,speed_1000,speed,1000,contact,871,23,23.0000
1772329667.243723,speed_1000,speed,1000,contact,826,22,22.0000
1772329667.268395,speed_1000,speed,1000,contact,787,23,23.0000
1772329667.293233,speed_1000,speed,1000,contact,757,82,82.0000
1772329667.317822,speed_1000,speed,1000,contact,750,295,295.0000
1772329667.342371,speed_1000,speed,1000,contact,750,382,382.0000
1772329667.367112,speed_1000,speed,1000,contact,750,459,459.0000
1772329667.391756,speed_1000,speed,1000,contact,750,526,526.0000
1772329667.416290,speed_1000,speed,1000,contact,750,634,634.0000
1772329667.440934,speed_1000,speed,1000,contact,748,678,678.0000
1772329667.465559,speed_1000,speed,1000,contact,748,717,717.0000
1772329667.490248,speed_1000,speed,1000,contact,748,751,751.0000
1772329667.514814,speed_1000,speed,1000,contact,748,806,806.0000
1772329667.539438,speed_1000,speed,1000,contact,748,829,829.0000
1772329667.564202,speed_1000,speed,1000,contact,748,850,850.0000
1772329667.588863,speed_1000,speed,1000,contact,748,868,868.0000
1772329667.613580,speed_1000,speed,1000,contact,748,900,900.0000
1772329667.638263,speed_1000,speed,1000,contact,748,912,912.0000
1772329667.662941,speed_1000,speed,1000,contact,748,925,925.0000
1772329667.687387,speed_1000,speed,1000,contact,748,935,935.0000
1772329667.712158,speed_1000,speed,1000,contact,748,944,944.0000
1772329667.736820,speed_1000,speed,1000,contact,748,959,959.0000
1772329667.761490,speed_1000,speed,1000,contact,748,964,964.0000
1772329667.786111,speed_1000,speed,1000,contact,748,970,970.0000
1772329667.810767,speed_1000,speed,1000,contact,748,975,975.0000
1772329667.835348,speed_1000,speed,1000,contact,748,981,981.0000
1772329667.860094,speed_1000,speed,1000,contact,748,984,984.0000
1772329667.884547,speed_1000,speed,1000,contact,748,986,986.0000
1772329667.909097,speed_1000,speed,1000,contact,748,988,988.0000
1772329667.933815,speed_1000,speed,1000,contact,748,992,992.0000
1772329667.958354,speed_1000,speed,1000,contact,748,993,993.0000
1772329667.982933,speed_1000,speed,1000,contact,748,994,994.0000
1772329668.007516,speed_1000,speed,1000,contact,748,995,995.0000
1772329668.032273,speed_1000,speed,1000,contact,748,995,995.0000
1772329668.056899,speed_1000,speed,1000,contact,748,996,996.0000
1772329668.081428,speed_1000,speed,1000,contact,748,997,997.0000
1772329668.106081,speed_1000,speed,1000,contact,748,997,997.0000
1772329668.130832,speed_1000,speed,1000,contact,748,997,997.0000
1772329668.155415,speed_1000,speed,1000,contact,748,997,997.0000
1772329668.180271,speed_1000,speed,1000,contact,748,997,997.0000
1772329668.204858,speed_1000,speed,1000,contact,748,997,997.0000
1772329668.229454,speed_1000,speed,1000,contact,748,997,997.0000
1772329668.254189,speed_1000,speed,1000,contact,748,997,997.0000
1772329668.278951,speed_1000,speed,1000,contact,748,997,997.0000
1772329668.303377,speed_1000,speed,1000,contact,748,997,997.0000
1772329668.328261,speed_1000,speed,1000,contact,748,997,997.0000
1772329668.352822,speed_1000,speed,1000,contact,748,997,997.0000
1772329668.377586,speed_1000,speed,1000,contact,748,997,997.0000
1772329668.402185,speed_1000,speed,1000,contact,748,997,997.0000
1772329668.426704,speed_1000,speed,1000,contact,748,997,997.0000
1772329668.451537,speed_1000,speed,1000,contact,748,997,997.0000
1772329668.476150,speed_1000,speed,1000,contact,748,997,997.0000
1772329668.500652,speed_1000,speed,1000,contact,748,997,997.0000
1772329668.525311,speed_500,speed,1000,open,748,997,997.0000
1772329668.562312,speed_500,speed,1000,open,748,997,997.0000
1772329668.584718,speed_500,speed,1000,open,758,978,978.0000
1772329668.607310,speed_500,speed,1000,open,782,871,871.0000
1772329668.629780,speed_500,speed,1000,open,824,767,767.0000
1772329668.652210,speed_500,speed,1000,open,865,676,676.0000
1772329668.674462,speed_500,speed,1000,open,911,596,596.0000
1772329668.697050,speed_500,speed,1000,open,950,465,465.0000
1772329668.719387,speed_500,speed,1000,open,998,410,410.0000
1772329668.741773,speed_500,speed,1000,open,998,361,361.0000
1772329668.764194,speed_500,speed,1000,open,997,319,319.0000
1772329668.786603,speed_500,speed,1000,open,998,281,281.0000
1772329668.808985,speed_500,speed,1000,open,998,248,248.0000
1772329668.831432,speed_500,speed,1000,open,998,220,220.0000
1772329668.853944,speed_500,speed,1000,open,998,195,195.0000
1772329668.876318,speed_500,speed,1000,open,998,154,154.0000
1772329668.898804,speed_500,speed,1000,open,997,138,138.0000
1772329668.921253,speed_500,speed,1000,open,998,123,123.0000
1772329668.943705,speed_500,speed,1000,open,998,111,111.0000
1772329668.966270,speed_500,speed,1000,open,998,100,100.0000
1772329668.988689,speed_500,speed,1000,open,998,90,90.0000
1772329669.011276,speed_500,speed,1000,open,998,82,82.0000
1772329671.058086,speed_500,speed,500,contact,998,27,27.0000
1772329671.095215,speed_500,speed,500,contact,998,27,27.0000
1772329671.119864,speed_500,speed,500,contact,997,27,27.0000
1772329671.144595,speed_500,speed,500,contact,966,27,27.0000
1772329671.169395,speed_500,speed,500,contact,941,28,28.0000
1772329671.194227,speed_500,speed,500,contact,914,29,29.0000
1772329671.218830,speed_500,speed,500,contact,856,29,29.0000
1772329671.243474,speed_500,speed,500,contact,826,29,29.0000
1772329671.268314,speed_500,speed,500,contact,796,29,29.0000
1772329671.292836,speed_500,speed,500,contact,769,117,117.0000
1772329671.317520,speed_500,speed,500,contact,757,196,196.0000
1772329671.342357,speed_500,speed,500,contact,757,264,264.0000
1772329671.366884,speed_500,speed,500,contact,757,325,325.0000
1772329671.391550,speed_500,speed,500,contact,757,377,377.0000
1772329671.416080,speed_500,speed,500,contact,752,495,495.0000
1772329671.440474,speed_500,speed,500,contact,752,546,546.0000
1772329671.465355,speed_500,speed,500,contact,752,590,590.0000
1772329671.489936,speed_500,speed,500,contact,752,629,629.0000
1772329671.514486,speed_500,speed,500,contact,751,693,693.0000
1772329671.539239,speed_500,speed,500,contact,751,718,718.0000
1772329671.564016,speed_500,speed,500,contact,751,740,740.0000
1772329671.588474,speed_500,speed,500,contact,751,761,761.0000
1772329671.613431,speed_500,speed,500,contact,751,795,795.0000
1772329671.638120,speed_500,speed,500,contact,752,810,810.0000
1772329671.662707,speed_500,speed,500,contact,751,822,822.0000
1772329671.687449,speed_500,speed,500,contact,751,834,834.0000
1772329671.712312,speed_500,speed,500,contact,751,853,853.0000
1772329671.736774,speed_500,speed,500,contact,751,860,860.0000
1772329671.761413,speed_500,speed,500,contact,752,865,865.0000
1772329671.786090,speed_500,speed,500,contact,752,871,871.0000
1772329671.810834,speed_500,speed,500,contact,752,877,877.0000
1772329671.835618,speed_500,speed,500,contact,752,885,885.0000
1772329671.860306,speed_500,speed,500,contact,751,888,888.0000
1772329671.884811,speed_500,speed,500,contact,751,890,890.0000
1772329671.909587,speed_500,speed,500,contact,751,893,893.0000
1772329671.934379,speed_500,speed,500,contact,752,896,896.0000
1772329671.959191,speed_500,speed,500,contact,751,897,897.0000
1772329671.983949,speed_500,speed,500,contact,751,898,898.0000
1772329672.008504,speed_500,speed,500,contact,751,900,900.0000
1772329672.033276,speed_500,speed,500,contact,751,902,902.0000
1772329672.057752,speed_500,speed,500,contact,751,903,903.0000
1772329672.082450,speed_500,speed,500,contact,751,904,904.0000
1772329672.107338,speed_500,speed,500,contact,751,905,905.0000
1772329672.132224,speed_500,speed,500,contact,751,905,905.0000
1772329672.156894,speed_500,speed,500,contact,751,905,905.0000
1772329672.181589,speed_500,speed,500,contact,751,905,905.0000
1772329672.206349,speed_500,speed,500,contact,751,905,905.0000
1772329672.230995,speed_500,speed,500,contact,751,905,905.0000
1772329672.255745,speed_500,speed,500,contact,752,905,905.0000
1772329672.280504,speed_500,speed,500,contact,751,905,905.0000
1772329672.305128,speed_500,speed,500,contact,751,905,905.0000
1772329672.329828,speed_500,speed,500,contact,751,905,905.0000
1772329672.354388,speed_500,speed,500,contact,751,905,905.0000
1772329672.379177,speed_500,speed,500,contact,751,905,905.0000
1772329672.403826,speed_500,speed,500,contact,751,905,905.0000
1772329672.428493,speed_500,speed,500,contact,751,905,905.0000
1772329672.453180,speed_500,speed,500,contact,751,905,905.0000
1772329672.477841,speed_500,speed,500,contact,751,905,905.0000
1772329672.502381,speed_500,speed,500,contact,751,905,905.0000
1772329672.527139,speed_500,speed,500,contact,751,905,905.0000
1772329672.551806,speed_500,speed,500,contact,751,905,905.0000
1772329672.576587,speed_500,speed,500,contact,751,905,905.0000
1772329672.601391,speed_250,speed,1000,open,751,905,905.0000
1772329672.638308,speed_250,speed,1000,open,751,905,905.0000
1772329672.660712,speed_250,speed,1000,open,757,895,895.0000
1772329672.683131,speed_250,speed,1000,open,781,800,800.0000
1772329672.705462,speed_250,speed,1000,open,823,704,704.0000
1772329672.728010,speed_250,speed,1000,open,863,620,620.0000
1772329672.750517,speed_250,speed,1000,open,909,548,548.0000
1772329672.772903,speed_250,speed,1000,open,949,484,484.0000
1772329672.795503,speed_250,speed,1000,open,993,378,378.0000
1772329672.818089,speed_250,speed,1000,open,997,334,334.0000
1772329672.840574,speed_250,speed,1000,open,997,295,295.0000
1772329672.863021,speed_250,speed,1000,open,997,261,261.0000
1772329672.885560,speed_250,speed,1000,open,997,231,231.0000
1772329672.908039,speed_250,speed,1000,open,997,205,205.0000
1772329672.930377,speed_250,speed,1000,open,997,182,182.0000
1772329672.952765,speed_250,speed,1000,open,997,162,162.0000
1772329672.975314,speed_250,speed,1000,open,997,130,130.0000
1772329672.997736,speed_250,speed,1000,open,997,117,117.0000
1772329673.020308,speed_250,speed,1000,open,997,105,105.0000
1772329673.042670,speed_250,speed,1000,open,997,95,95.0000
1772329673.065179,speed_250,speed,1000,open,997,86,86.0000
1772329673.087641,speed_250,speed,1000,open,997,78,78.0000
1772329675.112096,speed_250,speed,250,contact,997,27,27.0000
1772329675.134696,speed_250,speed,250,contact,997,27,27.0000
1772329675.171603,speed_250,speed,250,contact,997,27,27.0000
1772329675.196390,speed_250,speed,250,contact,997,27,27.0000
1772329675.221264,speed_250,speed,250,contact,983,27,27.0000
1772329675.246022,speed_250,speed,250,contact,965,28,28.0000
1772329675.270507,speed_250,speed,250,contact,951,31,31.0000
1772329675.295307,speed_250,speed,250,contact,924,31,31.0000
1772329675.319901,speed_250,speed,250,contact,909,31,31.0000
1772329675.344636,speed_250,speed,250,contact,896,31,31.0000
1772329675.369274,speed_250,speed,250,contact,883,32,32.0000
1772329675.394003,speed_250,speed,250,contact,853,32,32.0000
1772329675.418665,speed_250,speed,250,contact,842,32,32.0000
1772329675.443303,speed_250,speed,250,contact,826,32,32.0000
1772329675.468013,speed_250,speed,250,contact,815,34,34.0000
1772329675.492713,speed_250,speed,250,contact,800,34,34.0000
1772329675.517358,speed_250,speed,250,contact,772,45,45.0000
1772329675.542315,speed_250,speed,250,contact,768,81,81.0000
1772329675.566850,speed_250,speed,250,contact,763,131,131.0000
1772329675.591465,speed_250,speed,250,contact,759,251,251.0000
1772329675.616280,speed_250,speed,250,contact,758,302,302.0000
1772329675.640995,speed_250,speed,250,contact,759,346,346.0000
1772329675.665607,speed_250,speed,250,contact,759,385,385.0000
1772329675.690513,speed_250,speed,250,contact,759,461,461.0000
1772329675.715268,speed_250,speed,250,contact,752,518,518.0000
1772329675.739795,speed_250,speed,250,contact,751,568,568.0000
1772329675.764377,speed_250,speed,250,contact,751,611,611.0000
1772329675.789105,speed_250,speed,250,contact,751,648,648.0000
1772329675.813824,speed_250,speed,250,contact,751,709,709.0000
1772329675.838380,speed_250,speed,250,contact,751,732,732.0000
1772329675.863183,speed_250,speed,250,contact,751,754,754.0000
1772329675.887825,speed_250,speed,250,contact,751,773,773.0000
1772329675.912585,speed_250,speed,250,contact,751,807,807.0000
1772329675.937317,speed_250,speed,250,contact,751,822,822.0000
1772329675.962114,speed_250,speed,250,contact,751,835,835.0000
1772329675.986741,speed_250,speed,250,contact,751,846,846.0000
1772329676.011370,speed_250,speed,250,contact,751,863,863.0000
1772329676.036047,speed_250,speed,250,contact,751,870,870.0000
1772329676.060755,speed_250,speed,250,contact,751,876,876.0000
1772329676.085381,speed_250,speed,250,contact,751,881,881.0000
1772329676.110192,speed_250,speed,250,contact,751,890,890.0000
1772329676.134841,speed_250,speed,250,contact,751,894,894.0000
1772329676.159586,speed_250,speed,250,contact,751,897,897.0000
1772329676.184403,speed_250,speed,250,contact,751,900,900.0000
1772329676.209268,speed_250,speed,250,contact,751,904,904.0000
1772329676.233972,speed_250,speed,250,contact,751,905,905.0000
1772329676.258690,speed_250,speed,250,contact,751,906,906.0000
1772329676.283339,speed_250,speed,250,contact,751,907,907.0000
1772329676.308008,speed_250,speed,250,contact,751,909,909.0000
1772329676.332709,speed_250,speed,250,contact,751,911,911.0000
1772329676.357614,speed_250,speed,250,contact,751,912,912.0000
1772329676.382396,speed_250,speed,250,contact,751,912,912.0000
1772329676.407133,speed_250,speed,250,contact,751,912,912.0000
1772329676.431900,speed_250,speed,250,contact,751,912,912.0000
1772329676.456422,speed_250,speed,250,contact,751,912,912.0000
1772329676.481022,speed_250,speed,250,contact,751,912,912.0000
1772329676.505806,speed_250,speed,250,contact,751,912,912.0000
1772329676.530481,speed_250,speed,250,contact,751,912,912.0000
1772329676.555316,speed_250,speed,250,contact,751,912,912.0000
1772329676.579913,speed_250,speed,250,contact,751,912,912.0000
1772329676.604467,speed_250,speed,250,contact,751,912,912.0000
1772329676.629226,speed_250,speed,250,contact,751,912,912.0000
1772329676.654002,speed_250,speed,250,contact,751,912,912.0000
1772329676.678438,speed_250,speed,250,contact,751,912,912.0000
1772329676.703178,speed_250,speed,250,contact,751,912,912.0000
1772329676.727939,speed_250,speed,250,contact,751,912,912.0000
1772329676.752635,speed_250,speed,250,contact,751,912,912.0000
1772329676.777594,speed_250,speed,250,contact,751,912,912.0000
1772329676.802318,speed_250,speed,250,contact,751,912,912.0000
1772329676.826931,speed_250,speed,250,contact,751,912,912.0000
1772329676.851472,speed_100,speed,1000,open,751,912,912.0000
1772329676.888432,speed_100,speed,1000,open,751,912,912.0000
1772329676.910915,speed_100,speed,1000,open,757,901,901.0000
1772329676.933233,speed_100,speed,1000,open,780,707,707.0000
1772329676.955593,speed_100,speed,1000,open,863,623,623.0000
1772329676.978181,speed_100,speed,1000,open,909,551,551.0000
1772329677.000470,speed_100,speed,1000,open,948,486,486.0000
1772329677.022981,speed_100,speed,1000,open,992,431,431.0000
1772329677.045383,speed_100,speed,1000,open,997,380,380.0000
1772329677.067922,speed_100,speed,1000,open,997,335,335.0000
1772329677.090382,speed_100,speed,1000,open,997,295,295.0000
1772329677.112852,speed_100,speed,1000,open,997,231,231.0000
1772329677.135314,speed_100,speed,1000,open,997,205,205.0000
1772329677.157713,speed_100,speed,1000,open,997,182,182.0000
1772329677.180306,speed_100,speed,1000,open,997,162,162.0000
1772329677.202735,speed_100,speed,1000,open,997,145,145.0000
1772329677.225238,speed_100,speed,1000,open,997,129,129.0000
1772329677.247593,speed_100,speed,1000,open,997,115,115.0000
1772329677.270077,speed_100,speed,1000,open,997,104,104.0000
1772329677.292695,speed_100,speed,1000,open,997,85,85.0000
1772329677.315165,speed_100,speed,1000,open,997,77,77.0000
1772329677.337481,speed_100,speed,1000,open,997,70,70.0000
1772329679.384057,speed_100,speed,100,contact,997,26,26.0000
1772329679.421376,speed_100,speed,100,contact,997,26,26.0000
1772329679.446124,speed_100,speed,100,contact,997,26,26.0000
1772329679.470818,speed_100,speed,100,contact,997,26,26.0000
1772329679.495386,speed_100,speed,100,contact,983,27,27.0000
1772329679.520132,speed_100,speed,100,contact,975,28,28.0000
1772329679.544786,speed_100,speed,100,contact,972,30,30.0000
1772329679.569382,speed_100,speed,100,contact,965,31,31.0000
1772329679.594310,speed_100,speed,100,contact,956,32,32.0000
1772329679.618776,speed_100,speed,100,contact,951,34,34.0000
1772329679.643396,speed_100,speed,100,contact,944,34,34.0000
1772329679.668306,speed_100,speed,100,contact,940,36,36.0000
1772329679.692689,speed_100,speed,100,contact,928,36,36.0000
1772329679.717333,speed_100,speed,100,contact,921,37,37.0000
1772329679.742113,speed_100,speed,100,contact,916,38,38.0000
1772329679.766725,speed_100,speed,100,contact,910,38,38.0000
1772329679.791269,speed_100,speed,100,contact,906,40,40.0000
1772329679.815796,speed_100,speed,100,contact,896,39,39.0000
1772329679.840388,speed_100,speed,100,contact,891,40,40.0000
1772329679.865164,speed_100,speed,100,contact,883,40,40.0000
1772329679.889777,speed_100,speed,100,contact,878,40,40.0000
1772329679.914429,speed_100,speed,100,contact,868,42,42.0000
1772329679.939222,speed_100,speed,100,contact,859,40,40.0000
1772329679.963804,speed_100,speed,100,contact,856,40,40.0000
1772329679.988388,speed_100,speed,100,contact,851,40,40.0000
1772329680.013219,speed_100,speed,100,contact,841,40,40.0000
1772329680.037805,speed_100,speed,100,contact,833,40,40.0000
1772329680.062418,speed_100,speed,100,contact,829,40,40.0000
1772329680.087157,speed_100,speed,100,contact,823,40,40.0000
1772329680.111629,speed_100,speed,100,contact,811,40,40.0000
1772329680.136367,speed_100,speed,100,contact,806,42,42.0000
1772329680.161083,speed_100,speed,100,contact,801,42,42.0000
1772329680.185822,speed_100,speed,100,contact,794,42,42.0000
1772329680.210694,speed_100,speed,100,contact,789,43,43.0000
1772329680.235374,speed_100,speed,100,contact,779,44,44.0000
1772329680.260139,speed_100,speed,100,contact,775,54,54.0000
1772329680.284703,speed_100,speed,100,contact,774,65,65.0000
1772329680.309492,speed_100,speed,100,contact,772,109,109.0000
1772329680.334289,speed_100,speed,100,contact,768,140,140.0000
1772329680.358955,speed_100,speed,100,contact,767,176,176.0000
1772329680.383522,speed_100,speed,100,contact,764,214,214.0000
1772329680.408225,speed_100,speed,100,contact,762,297,297.0000
1772329680.432719,speed_100,speed,100,contact,758,344,344.0000
1772329680.457386,speed_100,speed,100,contact,758,389,389.0000
1772329680.481992,speed_100,speed,100,contact,758,428,428.0000
1772329680.506473,speed_100,speed,100,contact,758,462,462.0000
1772329680.531196,speed_100,speed,100,contact,758,517,517.0000
1772329680.555796,speed_100,speed,100,contact,758,539,539.0000
1772329680.580378,speed_100,speed,100,contact,753,576,576.0000
1772329680.605111,speed_100,speed,100,contact,754,604,604.0000
1772329680.629788,speed_100,speed,100,contact,754,653,653.0000
1772329680.654379,speed_100,speed,100,contact,754,672,672.0000
1772329680.679056,speed_100,speed,100,contact,754,689,689.0000
1772329680.703810,speed_100,speed,100,contact,754,705,705.0000
1772329680.728396,speed_100,speed,100,contact,754,730,730.0000
1772329680.753078,speed_100,speed,100,contact,754,740,740.0000
1772329680.777808,speed_100,speed,100,contact,754,750,750.0000
1772329680.802463,speed_100,speed,100,contact,754,757,757.0000
1772329680.827212,speed_100,speed,100,contact,754,770,770.0000
1772329680.851670,speed_100,speed,100,contact,754,776,776.0000
1772329680.876305,speed_100,speed,100,contact,754,780,780.0000
1772329680.901031,speed_100,speed,100,contact,754,785,785.0000
1772329680.925479,speed_100,speed,100,contact,754,788,788.0000
1772329680.950307,speed_100,speed,100,contact,754,793,793.0000
1772329680.974949,speed_100,speed,100,contact,754,795,795.0000
1772329680.999650,speed_100,speed,100,contact,754,797,797.0000
1772329681.024284,speed_100,speed,100,contact,754,798,798.0000
1772329681.048891,speed_100,speed,100,contact,754,801,801.0000
1772329681.073377,speed_100,speed,100,contact,754,802,802.0000
1772329681.098209,speed_100,speed,100,contact,754,803,803.0000
1772329681.122781,speed_100,speed,100,contact,754,804,804.0000
1772329681.147407,speed_100,speed,100,contact,754,805,805.0000
1772329681.172193,speed_100,speed,100,contact,754,805,805.0000
1772329681.196779,speed_100,speed,100,contact,754,805,805.0000
1772329681.221499,speed_100,speed,100,contact,754,805,805.0000
1772329681.246105,speed_100,speed,100,contact,754,805,805.0000
1772329681.270614,speed_100,speed,100,contact,754,805,805.0000
1772329681.295385,speed_100,speed,100,contact,754,805,805.0000
1772329681.320314,speed_100,speed,100,contact,754,805,805.0000
1772329681.344997,speed_100,speed,100,contact,754,805,805.0000
1772329681.369611,speed_100,speed,100,contact,754,805,805.0000
1772329681.394311,speed_100,speed,100,contact,754,805,805.0000
1772329681.418809,speed_100,speed,100,contact,754,805,805.0000
1772329681.443294,speed_100,speed,100,contact,754,805,805.0000
1772329681.468035,speed_100,speed,100,contact,754,805,805.0000
1772329681.492681,speed_100,speed,100,contact,754,805,805.0000
1772329681.517329,speed_100,speed,100,contact,754,805,805.0000
1772329681.541816,speed_100,speed,100,contact,754,805,805.0000
1772329681.566314,speed_100,speed,100,contact,754,805,805.0000
1772329681.590987,speed_100,speed,100,contact,754,805,805.0000
1772329681.615656,speed_100,speed,100,contact,754,805,805.0000
1772329681.640307,speed_50,speed,1000,open,754,805,805.0000
1772329681.664765,speed_50,speed,1000,open,754,805,805.0000
1772329681.689492,speed_50,speed,1000,open,754,795,795.0000
1772329681.712027,speed_50,speed,1000,open,761,707,707.0000
1772329681.734387,speed_50,speed,1000,open,823,623,623.0000
1772329681.756845,speed_50,speed,1000,open,868,551,551.0000
1772329681.779221,speed_50,speed,1000,open,913,486,486.0000
1772329681.801474,speed_50,speed,1000,open,953,430,430.0000
1772329681.823900,speed_50,speed,1000,open,995,381,381.0000
1772329681.846412,speed_50,speed,1000,open,997,336,336.0000
1772329681.868801,speed_50,speed,1000,open,996,262,262.0000
1772329681.891244,speed_50,speed,1000,open,997,231,231.0000
1772329681.913550,speed_50,speed,1000,open,997,205,205.0000
1772329681.936061,speed_50,speed,1000,open,997,182,182.0000
1772329681.958422,speed_50,speed,1000,open,997,162,162.0000
1772329681.980791,speed_50,speed,1000,open,997,144,144.0000
1772329682.003307,speed_50,speed,1000,open,997,128,128.0000
1772329682.025781,speed_50,speed,1000,open,996,114,114.0000
1772329682.048307,speed_50,speed,1000,open,996,103,103.0000
1772329682.070662,speed_50,speed,1000,open,997,84,84.0000
1772329682.093200,speed_50,speed,1000,open,997,76,76.0000
1772329682.115555,speed_50,speed,1000,open,997,69,69.0000
1772329682.138065,speed_50,speed,1000,open,997,63,63.0000
1772329684.185221,speed_50,speed,50,contact,997,25,25.0000
1772329684.222087,speed_50,speed,50,contact,997,25,25.0000
1772329684.246470,speed_50,speed,50,contact,997,25,25.0000
1772329684.271314,speed_50,speed,50,contact,997,25,25.0000
1772329684.295937,speed_50,speed,50,contact,997,25,25.0000
1772329684.320506,speed_50,speed,50,contact,992,25,25.0000
1772329684.345297,speed_50,speed,50,contact,989,28,28.0000
1772329684.370005,speed_50,speed,50,contact,982,28,28.0000
1772329684.394559,speed_50,speed,50,contact,978,29,29.0000
1772329684.419202,speed_50,speed,50,contact,978,30,30.0000
1772329684.444017,speed_50,speed,50,contact,975,31,31.0000
1772329684.468703,speed_50,speed,50,contact,972,34,34.0000
1772329684.493273,speed_50,speed,50,contact,965,34,34.0000
1772329684.517952,speed_50,speed,50,contact,964,35,35.0000
1772329684.542464,speed_50,speed,50,contact,960,36,36.0000
1772329684.567308,speed_50,speed,50,contact,957,38,38.0000
1772329684.591648,speed_50,speed,50,contact,952,39,39.0000
1772329684.616314,speed_50,speed,50,contact,948,38,38.0000
